0,16,24,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,2,0,0.45,2.8833,3.7833,3.7833,2.4,5.3333,-1,6.6,14.667,-1,27,60,-1,3
2,58,2,0,0.375,2.9583,3.7083,7.4917,15,40,1,0,0,1,0,0,1,1
3,58,8,10,0.40825,0,0.8165,8.3082,0,0,1,14.697,36,1,24.495,60,1,3
4,88,86,10,0.375,4.825,5.575,13.883,5.7692,15.385,1,15,40,1,0,0,1,2
5,140,64,0,0.375,3.0917,3.8417,17.725,15,40,1,6.3462,16.923,-1,2.8846,7.6923,-1,1
6,140,60,0,0.31623,0,0.63246,18.357,0,0,1,12.649,40,-1,0,0,1,2
7,76,60,0,0.375,3.8917,4.6417,22.999,15,40,-1,0,0,1,0,0,1,1
8,16,24,90,0.375,3.625,4.375,27.374,15,40,-1,9,24,-1,22.5,60,1,1
