1.4,1,1.4,2,-2.4,-6.6,-27,13.18,16.245,58.275,-62.088,169.93,-49.571,-9.8479,2.6956,-19.848,1,1
1.42,1,1.42,2,-2.4,-6.6,-27,13.132,16.113,57.735,-62.285,169.99,-49.968,-9.8948,2.6746,-19.78,1,1
1.44,1,1.44,2,-2.4,-6.6,-27,13.084,15.981,57.195,-62.483,170.04,-50.363,-9.9424,2.6536,-19.711,1,1
1.46,1,1.46,2,-2.4,-6.6,-27,13.036,15.849,56.655,-62.683,170.09,-50.756,-9.9907,2.6323,-19.642,1,1
1.48,1,1.48,2,-2.4,-6.6,-27,12.988,15.717,56.115,-62.883,170.15,-51.148,-10.04,2.6109,-19.571,1,1
1.5,1,1.5,2,-2.4,-6.6,-27,12.94,15.585,55.575,-63.084,170.2,-51.539,-10.09,2.5894,-19.5,1,1
1.52,1,1.52,2,-2.4,-6.6,-27,12.892,15.453,55.035,-63.287,170.25,-51.928,-10.14,2.5677,-19.428,1,1
1.54,1,1.54,2,-2.4,-6.6,-27,12.844,15.321,54.495,-63.49,170.3,-52.316,-10.191,2.5459,-19.354,1,1
1.56,1,1.56,2,-2.4,-6.6,-27,12.796,15.189,53.955,-63.694,170.35,-52.702,-10.243,2.5239,-19.28,1,1
1.58,1,1.58,2,-2.4,-6.6,-27,12.748,15.057,53.415,-63.9,170.4,-53.087,-10.296,2.5017,-19.206,1,1
1.6,1,1.6,2,-2.4,-6.6,-27,12.7,14.925,52.875,-64.106,170.45,-53.471,-10.35,2.4794,-19.13,1,1
1.62,1,1.62,2,-2.4,-6.6,-27,12.652,14.793,52.335,-64.314,170.5,-53.853,-10.404,2.457,-19.053,1,1
1.64,1,1.64,2,-2.4,-6.6,-27,12.604,14.661,51.795,-64.522,170.55,-54.233,-10.459,2.4343,-18.976,1,1
1.66,1,1.66,2,-2.4,-6.6,-27,12.556,14.529,51.255,-64.732,170.6,-54.612,-10.514,2.4116,-18.897,1,1
1.68,1,1.68,2,-2.4,-6.6,-27,12.508,14.397,50.715,-64.943,170.65,-54.989,-10.571,2.3886,-18.818,1,1
1.7,1,1.7,2,-2.4,-6.6,-27,12.46,14.265,50.175,-65.155,170.69,-55.364,-10.628,2.3656,-18.738,1,1
1.72,1,1.72,2,-2.4,-6.6,-27,12.412,14.133,49.635,-65.368,170.74,-55.738,-10.686,2.3423,-18.656,1,1
1.74,1,1.74,2,-2.4,-6.6,-27,12.364,14.001,49.095,-65.582,170.79,-56.111,-10.744,2.3189,-18.575,1,1
1.76,1,1.76,2,-2.4,-6.6,-27,12.316,13.869,48.555,-65.798,170.83,-56.481,-10.804,2.2954,-18.492,1,1
1.78,1,1.78,2,-2.4,-6.6,-27,12.268,13.737,48.015,-66.014,170.88,-56.85,-10.864,2.2717,-18.408,1,1
1.8,1,1.8,2,-2.4,-6.6,-27,12.22,13.605,47.475,-66.232,170.92,-57.217,-10.924,2.2478,-18.323,1,1
1.82,1,1.82,2,-2.4,-6.6,-27,12.172,13.473,46.935,-66.451,170.97,-57.583,-10.986,2.2238,-18.238,1,1
1.84,1,1.84,2,-2.4,-6.6,-27,12.124,13.341,46.395,-66.672,171.01,-57.947,-11.048,2.1996,-18.152,1,1
1.86,1,1.86,2,-2.4,-6.6,-27,12.076,13.209,45.855,-66.893,171.06,-58.309,-11.111,2.1753,-18.064,1,1
1.88,1,1.88,2,-2.4,-6.6,-27,12.028,13.077,45.315,-67.116,171.1,-58.67,-11.174,2.1508,-17.976,1,1
1.9,1,1.9,2,-2.4,-6.6,-27,11.98,12.945,44.775,-67.34,171.14,-59.028,-11.239,2.1262,-17.888,1,1
1.92,1,1.92,2,-2.4,-6.6,-27,11.932,12.813,44.235,-67.566,171.19,-59.385,-11.303,2.1014,-17.798,1,1
1.94,1,1.94,2,-2.4,-6.6,-27,11.884,12.681,43.695,-67.793,171.23,-59.74,-11.369,2.0765,-17.708,1,1
1.96,1,1.96,2,-2.4,-6.6,-27,11.836,12.549,43.155,-68.021,171.27,-60.093,-11.435,2.0514,-17.616,1,1
1.98,1,1.98,2,-2.4,-6.6,-27,11.788,12.417,42.615,-68.25,171.31,-60.445,-11.502,2.0261,-17.524,1,1
2,1,2,2,-2.4,-6.6,-27,11.74,12.285,42.075,-68.481,171.35,-60.794,-11.569,2.0007,-17.431,1,1
2.02,1,2.02,2,-2.4,-6.6,-27,11.692,12.153,41.535,-68.713,171.39,-61.142,-11.637,1.9752,-17.338,1,1
2.04,1,2.04,2,-2.4,-6.6,-27,11.644,12.021,40.995,-68.946,171.43,-61.488,-11.706,1.9495,-17.244,1,1
2.06,1,2.06,2,-2.4,-6.6,-27,11.596,11.889,40.455,-69.181,171.47,-61.832,-11.775,1.9236,-17.149,1,1
2.08,1,2.08,2,-2.4,-6.6,-27,11.548,11.757,39.915,-69.417,171.51,-62.174,-11.845,1.8976,-17.053,1,1
2.1,1,2.1,2,-2.4,-6.6,-27,11.5,11.625,39.375,-69.655,171.54,-62.514,-11.915,1.8715,-16.956,1,1
2.12,1,2.12,2,-2.4,-6.6,-27,11.452,11.493,38.835,-69.894,171.58,-62.852,-11.986,1.8452,-16.859,1,1
2.14,1,2.14,2,-2.4,-6.6,-27,11.404,11.361,38.295,-70.134,171.62,-63.188,-12.057,1.8188,-16.762,1,1
2.16,1,2.16,2,-2.4,-6.6,-27,11.356,11.229,37.755,-70.376,171.65,-63.522,-12.129,1.7922,-16.663,1,1
2.18,1,2.18,2,-2.4,-6.6,-27,11.308,11.097,37.215,-70.619,171.69,-63.855,-12.201,1.7655,-16.564,1,1
2.2,1,2.2,2,-2.4,-6.6,-27,11.26,10.965,36.675,-70.864,171.72,-64.185,-12.274,1.7386,-16.465,1,1
2.22,1,2.22,2,-2.4,-6.6,-27,11.212,10.833,36.135,-71.11,171.76,-64.513,-12.347,1.7116,-16.364,1,1
2.24,1,2.24,2,-2.4,-6.6,-27,11.164,10.701,35.595,-71.358,171.79,-64.84,-12.421,1.6845,-16.264,1,1
2.26,1,2.26,2,-2.4,-6.6,-27,11.116,10.569,35.055,-71.607,171.83,-65.164,-12.495,1.6572,-16.163,1,1
2.28,1,2.28,2,-2.4,-6.6,-27,11.068,10.437,34.515,-71.858,171.86,-65.486,-12.569,1.6298,-16.061,1,1
2.3,1,2.3,2,-2.4,-6.6,-27,11.02,10.305,33.975,-72.11,171.89,-65.806,-12.643,1.6023,-15.959,1,1
2.32,1,2.32,2,-2.4,-6.6,-27,10.972,10.173,33.435,-72.364,171.92,-66.124,-12.718,1.5746,-15.856,1,1
2.34,1,2.34,2,-2.4,-6.6,-27,10.924,10.041,32.895,-72.619,171.95,-66.441,-12.793,1.5468,-15.753,1,1
2.36,1,2.36,2,-2.4,-6.6,-27,10.876,9.909,32.355,-72.875,171.98,-66.755,-12.869,1.5189,-15.65,1,1
2.38,1,2.38,2,-2.4,-6.6,-27,10.828,9.777,31.815,-73.133,172.01,-67.067,-12.944,1.4909,-15.546,1,1
2.4,1,2.4,2,-2.4,-6.6,-27,10.78,9.645,31.275,-73.393,172.04,-67.376,-13.02,1.4627,-15.443,1,1
2.42,1,2.42,2,-2.4,-6.6,-27,10.732,9.513,30.735,-73.654,172.07,-67.684,-13.096,1.4345,-15.338,1,1
2.44,1,2.44,2,-2.4,-6.6,-27,10.684,9.381,30.195,-73.917,172.1,-67.99,-13.172,1.4061,-15.234,1,1
2.46,1,2.46,2,-2.4,-6.6,-27,10.636,9.249,29.655,-74.181,172.13,-68.294,-13.248,1.3776,-15.129,1,1
2.48,1,2.48,2,-2.4,-6.6,-27,10.588,9.117,29.115,-74.447,172.16,-68.595,-13.324,1.3489,-15.025,1,1
2.5,1,2.5,2,-2.4,-6.6,-27,10.54,8.985,28.575,-74.714,172.18,-68.895,-13.4,1.3202,-14.92,1,1
2.52,1,2.52,2,-2.4,-6.6,-27,10.492,8.853,28.035,-74.983,172.21,-69.192,-13.476,1.2914,-14.815,1,1
2.54,1,2.54,2,-2.4,-6.6,-27,10.444,8.721,27.495,-75.253,172.24,-69.487,-13.553,1.2624,-14.71,1,1
2.56,1,2.56,2,-2.4,-6.6,-27,10.396,8.589,26.955,-75.525,172.26,-69.78,-13.628,1.2334,-14.605,1,1
2.58,1,2.58,2,-2.4,-6.6,-27,10.348,8.457,26.415,-75.798,172.28,-70.071,-13.704,1.2043,-14.5,1,1
2.6,1,2.6,2,-2.4,-6.6,-27,10.3,8.325,25.875,-76.073,172.31,-70.36,-13.78,1.1751,-14.395,1,1
2.62,1,2.62,2,-2.4,-6.6,-27,10.252,8.193,25.335,-76.349,172.33,-70.647,-13.855,1.1458,-14.291,1,1
2.64,1,2.64,2,-2.4,-6.6,-27,10.204,8.061,24.795,-76.627,172.35,-70.932,-13.93,1.1164,-14.186,1,1
2.66,1,2.66,2,-2.4,-6.6,-27,10.156,7.929,24.255,-76.907,172.38,-71.215,-14.005,1.0869,-14.082,1,1
2.68,1,2.68,2,-2.4,-6.6,-27,10.108,7.797,23.715,-77.187,172.4,-71.495,-14.079,1.0574,-13.978,1,1
2.7,1,2.7,2,-2.4,-6.6,-27,10.06,7.665,23.175,-77.47,172.42,-71.774,-14.153,1.0278,-13.874,1,1
2.72,1,2.72,2,-2.4,-6.6,-27,10.012,7.533,22.635,-77.754,172.44,-72.05,-14.227,0.99807,-13.771,1,1
2.74,1,2.74,2,-2.4,-6.6,-27,9.964,7.401,22.095,-78.039,172.46,-72.325,-14.3,0.96831,-13.668,1,1
2.76,1,2.76,2,-2.4,-6.6,-27,9.916,7.269,21.555,-78.326,172.48,-72.597,-14.373,0.9385,-13.566,1,1
